"","...1","year","imdb","title","test","clean_test","binary","budget","domgross","intgross","code","budget_2013","domgross_2013","intgross_2013","period_code","decade_code","gross_2013","roi"
"356",356,2010,"tt1228705","Iron Man 2","ok","ok","PASS",1.7e+08,312433331,623561331,"2010PASS",181599413,333751233,666108069,1,1,999859302,5.50585095778916
"357",357,2010,"tt0804497","It's Kind of a Funny Story","notalk","notalk","FAIL",8e+06,6363628,6628326,"2010FAIL",8545855,6797830,7080589,1,1,13878419,1.62399420537793
"358",358,2010,"tt1250777","Kick-Ass","notalk-disagree","notalk","FAIL",2.8e+07,48071303,97527535,"2010FAIL",29910492,51351297,104182018,1,1,155533315,5.199958429303
"359",359,2010,"tt1013743","Knight and Day","men-disagree","men","FAIL",1.17e+08,76423035,262142047,"2010FAIL",124983125,81637519,280028482,1,1,361666001,2.8937186600191
"360",360,2010,"tt1038686","Legion","ok","ok","PASS",2.6e+07,40168080,68854097,"2010PASS",27774028,42908822,73552139,1,1,116460961,4.193160639141
"361",361,2010,"tt1228987","Let Me In","notalk-disagree","notalk","FAIL",2e+07,12134935,28270399,"2010FAIL",21364637,12962924,30199340,1,1,43162264,2.02026666776506
"362",362,2010,"tt0892318","Letters to Juliet","dubious-disagree","dubious","FAIL",3e+07,53032453,79135982,"2010FAIL",32046955,56650955,84535576,1,1,141186531,4.40561454278573
"363",363,2010,"tt0758752","Love and Other Drugs","men-disagree","men","FAIL",3e+07,32367005,102719647,"2010FAIL",32046955,34575465,109728398,1,1,144303863,4.50288843355008
"364",364,2010,"tt0985694","Machete","ok","ok","PASS",12500000,26593646,44331957,"2010PASS",13352898,28408179,47356808,1,1,75764987,5.67404821035853
"365",365,2010,"tt1371155","Made In Dagenham","ok","ok","PASS",8e+06,1095369,15644196,"2010PASS",8545855,1170108,16711628,1,1,17881736,2.09244551890946
"366",366,2010,"tt1518812","Meek's Cutoff","men","men","FAIL",2e+06,977772,1869928,"2010FAIL",2136464,1044487,1997517,1,1,3042004,1.42384987530799
"367",367,2010,"tt1001526","Megamind","nowomen-disagree","nowomen","FAIL",1.3e+08,148415853,321887208,"2010FAIL",138870139,158542540,343850165,1,1,502392705,3.61771586474757
"368",368,2010,"tt1470827","Monsters","nowomen-disagree","nowomen","FAIL",5e+05,237301,5639730,"2010FAIL",534116,253492,6024539,1,1,6278031,11.7540590433539
"369",369,2010,"tt1126618","Morning Glory","ok","ok","PASS",4e+07,31011732,60040974,"2010PASS",42729274,33127720,64137680,1,1,97265400,2.27631763647564
"370",370,2010,"tt1415283","Nanny McPhee and the Big Bang","ok","ok","PASS",3.5e+07,29197642,97799865,"2010PASS",37388114,31189851,104472930,1,1,135662781,3.62850025010622
"371",371,2010,"tt1334260","Never Let Me Go","ok","ok","PASS",1.5e+07,2434652,11509512,"2010PASS",16023478,2600773,12294827,1,1,14895600,0.929610912187729
"372",372,2010,"tt1536044","Paranormal Activity 2","ok","ok","PASS",3e+06,84752907,177512032,"2010PASS",3204696,90535754,189624005,1,1,280159759,87.4216334404262
"373",373,2010,"tt0814255","Percy Jackson & the Olympians: The Lightning Thief","dubious-disagree","dubious","FAIL",9.5e+07,88768303,226467130,"2010FAIL",101482025,94825128,241919399,1,1,336744527,3.31826771292749
"374",374,2010,"tt0878835","Please Give","ok","ok","PASS",3e+06,4033574,4570178,"2010PASS",3204696,4308792,4882010,1,1,9190802,2.8679169568658
"375",375,2010,"tt1424381","Predators","nowomen","nowomen","FAIL",4e+07,52000688,127234389,"2010FAIL",42729274,55548791,135915826,1,1,191464617,4.4808769042039
"376",376,2010,"tt0473075","Prince of Persia: The Sands of Time","nowomen","nowomen","FAIL",2e+08,90759676,335059676,"2010FAIL",213646368,96952376,357921415,1,1,454873791,2.12909676517412
"377",377,2010,"tt0935075","Rabbit Hole","ok","ok","PASS",5e+06,2229058,5839592,"2010PASS",5341159,2381151,6238038,1,1,8619189,1.61373009116561
"378",378,2010,"tt0493949","Ramona and Beezus","ok","ok","PASS",1.5e+07,26167002,27469621,"2010PASS",16023478,27952425,29343924,1,1,57296349,3.57577480993827
"379",379,2010,"tt1245526","Red","men-disagree","men","FAIL",6e+07,90380162,196439693,"2010FAIL",64093910,96546967,209843135,1,1,306390102,4.78033095500025
"380",380,2010,"tt1403981","Remember Me","ok","ok","PASS",1.6e+07,19068240,56506120,"2010PASS",17091709,20369301,60361637,1,1,80730938,4.72339764268161
"381",381,2010,"tt1053424","Repo Men","ok","ok","PASS",3.2e+07,13942007,18195238,"2010PASS",34183419,14893296,19436733,1,1,34330029,1.00428892147974
"382",382,2010,"tt0955308","Robin Hood","dubious-disagree","dubious","FAIL",2.1e+08,105487148,322459006,"2010FAIL",224328687,112684730,344460978,1,1,457145708,2.03783882531261
"383",383,2010,"tt0944835","Salt","ok-disagree","ok","PASS",1.3e+08,118311368,295713467,"2010PASS",138870139,126383971,315890541,1,1,442274512,3.18480643272057
"384",384,2010,"tt0446029","Scott Pilgrim vs. the World","ok","ok","PASS",8.5e+07,31611316,48089760,"2010PASS",90799707,33768214,51371013,1,1,85139227,0.937659710730124
"385",385,2010,"tt1028576","Secretariat","ok","ok","PASS",3.5e+07,59699513,60376247,"2010PASS",37388114,63772921,64495830,1,1,128268751,3.43073606226835
"386",386,2010,"tt1261945","Sex and the city 2","ok","ok","PASS",9.5e+07,95347692,294680778,"2010PASS",101482025,101853441,314787390,1,1,416640831,4.1055628422866
"387",387,2010,"tt0892791","Shrek Forever After","notalk","notalk","FAIL",1.65e+08,238736787,756244673,"2010FAIL",176258254,255026238,807844640,1,1,1062870878,6.03019066556736
"388",388,2010,"tt1130884","Shutter Island","notalk","notalk","FAIL",8e+07,128012934,296831073,"2010FAIL",85458547,136747492,317084404,1,1,453831896,5.31055010799563
"389",389,2010,"tt1564585","Skyline","dubious","dubious","FAIL",1e+07,21416355,78693371,"2010FAIL",10682318,22877632,84062765,1,1,106940397,10.0109729929403
"390",390,2010,"tt1421051","Somewhere","dubious-disagree","dubious","FAIL",7e+06,1785645,14385645,"2010FAIL",7477623,1907483,15367204,1,1,17274687,2.31018426577537
"391",391,2010,"tt1440292","Submarine","notalk","notalk","FAIL",1900000,467602,4581937,"2010FAIL",2029641,499507,4894571,1,1,5394078,2.65765127921637
"392",392,2010,"tt1512235","Super","notalk","notalk","FAIL",2500000,327716,518362,"2010FAIL",2670580,350077,553731,1,1,903808,0.338431351990953
"393",393,2010,"tt1135084","Takers","notalk","notalk","FAIL",3.2e+07,57744720,70587268,"2010FAIL",34183419,61684749,75403567,1,1,137088316,4.01037462051412
"394",394,2010,"tt0398286","Tangled","ok","ok","PASS",2.6e+08,200821936,586581936,"2010PASS",277740279,214524387,626605502,1,1,841129889,3.02847643139294
"395",395,2010,"tt0429493","The A-Team","nowomen-disagree","nowomen","FAIL",1.1e+08,77222099,177241171,"2010FAIL",117505503,82491105,189334662,1,1,271825767,2.31330244167373
"396",396,2010,"tt1212436","The Back-up Plan","ok","ok","PASS",3.5e+07,37490007,75281179,"2010PASS",37388114,40048019,80417752,1,1,120465771,3.22203390628369
"397",397,2010,"tt0980970","The Chronicles of Narnia: The Voyage of the Dawn Treader","ok-disagree","ok","PASS",1.55e+08,104386950,418186950,"2010PASS",165575935,111509464,446720616,1,1,558230080,3.37144452785364
"398",398,2010,"tt0968264","The Conspirator","dubious","dubious","FAIL",2.5e+07,11538204,15907411,"2010FAIL",26705796,12325477,16992803,1,1,29318280,1.09782460706283
"399",399,2010,"tt0455407","The Crazies","ok","ok","PASS",1.9e+07,39123589,54956140,"2010PASS",20296405,41793064,58705899,1,1,100498963,4.95156472291522
"400",400,2010,"tt1226753","The Debt","ok","ok","PASS",2e+07,31177548,46604054,"2010PASS",21364637,33304850,49783934,1,1,83088784,3.88908007189638
"401",401,2010,"tt1320253","The Expendables","notalk","notalk","FAIL",8.2e+07,103068524,268268174,"2010FAIL",87595011,110101079,286572606,1,1,396673685,4.52849632041259
"402",402,2010,"tt0964517","The Fighter","men","men","FAIL",1.1e+07,93617009,129262388,"2010FAIL",11750550,100004670,138082199,1,1,238086869,20.2617638323313
"403",403,2010,"tt1139328","The Ghost Writer","men","men","FAIL",4.5e+07,15541549,65532491,"2010FAIL",48070433,16601978,70003894,1,1,86605872,1.80164534819148
"404",404,2010,"tt0775489","The Illusionist","nowomen","nowomen","FAIL",16500000,39868642,83792062,"2010FAIL",17625825,42588953,89509349,1,1,132098302,7.49458831005074
"405",405,2010,"tt1155076","The Karate Kid","dubious-disagree","dubious","FAIL",4e+07,176591618,359091618,"2010FAIL",42729274,188640789,383593100,1,1,572233889,13.3920807781569
"406",406,2010,"tt0842926","The Kids Are All Right","ok","ok","PASS",4e+06,20811365,36275469,"2010PASS",4272927,22231363,38750611,1,1,60981974,14.2717097670988
"407",407,2010,"tt0954947","The Killer Inside Me","notalk","notalk","FAIL",1.3e+07,217277,3617277,"2010FAIL",13887014,232102,3864090,1,1,4096192,0.294965642001945
"408",408,2010,"tt1504320","The King's Speech","ok-disagree","ok","PASS",1.5e+07,138797449,430821166,"2010PASS",16023478,148267855,460216888,1,1,608484743,37.9745734977138
"409",409,2010,"tt0938283","The Last Airbender","notalk-disagree","notalk","FAIL",1.5e+08,131772187,319713881,"2010FAIL",160234776,140763246,341528548,1,1,482291794,3.00990712527972
"410",410,2010,"tt1320244","The Last Exorcism","ok","ok","PASS",1800000,41034350,70165900,"2010PASS",1922817,43834199,74953449,1,1,118787648,61.777926864595
"411",411,2010,"tt0480255","The Losers","notalk","notalk","FAIL",2.5e+07,23591432,26714018,"2010FAIL",26705796,25201119,28536765,1,1,53737884,2.01221802188559
"412",412,2010,"tt1458175","The Next Three Days","ok","ok","PASS",3e+07,21148651,67255916,"2010PASS",32046955,22591662,71844911,1,1,94436573,2.94681890994012
"413",413,2010,"tt1386588","The Other Guys","nowomen-disagree","nowomen","FAIL",1e+08,119219978,170936470,"2010FAIL",106823184,127354577,182599780,1,1,309954357,2.90156448622614
"414",414,2010,"tt1017451","The Runaways","ok","ok","PASS",9500000,3573673,5278632,"2010PASS",10148202,3817511,5638803,1,1,9456314,0.931821617267768
"415",415,2010,"tt1285016","The Social Network","notalk-disagree","notalk","FAIL",4e+07,96962694,224922135,"2010FAIL",42729274,103578637,240268986,1,1,343847623,8.04712064614063
"416",416,2010,"tt0963966","The Sorcerer's Apprentice","notalk","notalk","FAIL",1.6e+08,63150991,215150991,"2010FAIL",170917095,67459899,229831139,1,1,297291038,1.73938737959477
"417",417,2010,"tt1273678","The Spy Next Door","ok","ok","PASS",2.8e+07,24307106,50983364,"2010PASS",29910492,25965625,54462053,1,1,80427678,2.68894533730839
"418",418,2010,"tt0889573","The Switch","men","men","FAIL",1.9e+07,27758465,49858465,"2010FAIL",20296405,29652476,53260400,1,1,82912876,4.08510157340672
"419",419,2010,"tt1274300","The Tempest","ok","ok","PASS",2e+07,277943,277943,"2010PASS",21364637,296908,296908,1,1,593816,0.027794340713582
"420",420,2010,"tt1243957","The Tourist","nowomen","nowomen","FAIL",1e+08,67631157,278731369,"2010FAIL",106823184,72245755,297749724,1,1,369995479,3.46362526509227
"421",421,2010,"tt0840361","The Town","notalk","notalk","FAIL",3.7e+07,92186262,152566881,"2010FAIL",39524578,98476300,162976800,1,1,261453100,6.61494981679501
"422",422,2010,"tt1325004","The Twilight Saga: Eclipse","ok-disagree","ok","PASS",6.8e+07,300531751,699590681,"2010PASS",72639765,321037586,747325041,1,1,1068362627,14.7076828648881
"423",423,2010,"tt0780653","The Wolfman","notalk-disagree","notalk","FAIL",1.5e+08,62189884,142634358,"2010FAIL",160234776,66433214,152366563,1,1,218799777,1.36549494723917
"424",424,2010,"tt1570989","Tiny Furniture","ok","ok","PASS",50000,391674,424149,"2010PASS",53412,418399,453089,1,1,871488,16.3163334082229
"425",425,2010,"tt0435761","Toy Story 3","dubious-disagree","dubious","FAIL",2e+08,415004880,1063759456,"2010FAIL",213646368,443321427,1136341723,1,1,1579663150,7.39382169136617
"426",426,2010,"tt1104001","Tron Legacy","notalk-disagree","notalk","FAIL",2e+08,172062763,397562763,"2010FAIL",213646368,183802922,424689202,1,1,608492124,2.8481276311704
"427",427,2010,"tt1403865","True Grit","ok-disagree","ok","PASS",3.5e+07,171243005,252276928,"2010PASS",37388114,182927231,269490247,1,1,452417478,12.1005696623264
"428",428,2010,"tt1465522","Tucker and Dale vs Evil","ok","ok","PASS",5e+06,223838,5476793,"2010PASS",5341159,239111,5850485,1,1,6089596,1.14012632838678
"429",429,2010,"tt0477080","Unstoppable","dubious","dubious","FAIL",9.5e+07,81562942,169511609,"2010FAIL",101482025,87128132,181077698,1,1,268205830,2.64289000933909
"430",430,2010,"tt0817230","Valentine's Day","ok","ok","PASS",5.2e+07,110485654,217569328,"2010PASS",55548056,118024294,232414484,1,1,350438778,6.30874963473069
"431",431,2010,"tt1027718","Wall Street: Money Never Sleeps","dubious-disagree","dubious","FAIL",7e+07,52474616,137431619,"2010FAIL",74776229,56055056,146808831,1,1,202863887,2.7129462091489
"432",432,2010,"tt1183923","Welcome to the Rileys","ok","ok","PASS",1e+07,152857,312857,"2010PASS",10682318,163287,334204,1,1,497491,0.0465714463845768
"433",433,2010,"tt1235189","Wild Target","notalk","notalk","FAIL",8e+06,109338,109338,"2010FAIL",8545855,116798,116798,1,1,233596,0.0273344211901559
"434",434,2010,"tt1399683","Winter's Bone","ok-disagree","ok","PASS",2e+06,6531503,16131552,"2010PASS",2136464,6977159,17232238,1,1,24209397,11.3315258295951
"435",435,2010,"tt1216520","Womb","ok","ok","PASS",1.3e+07,NA,NA,"2010PASS",13887014,NA,NA,1,1,NA,NA
"436",436,2010,"tt1302067","Yogi Bear","nowomen","nowomen","FAIL",8e+07,100246011,202284317,"2010FAIL",85458547,107085981,216086548,1,1,323172529,3.78162910960796
"437",437,2010,"tt1414382","You Again","ok","ok","PASS",2e+07,25702053,32838945,"2010PASS",21364637,27455751,35079607,1,1,62535358,2.92704987217897
"438",438,2010,"tt1182350","You Will Meet a Tall Dark Stranger","ok","ok","PASS",1.5e+07,3247816,34247816,"2010PASS",16023478,3469420,36584608,1,1,40054028,2.49970873988781
"439",439,2009,"tt1022603","(500) Days of Summer","notalk-disagree","notalk","FAIL",7500000,32391374,60803210,"2009FAIL",8142987,35168338,66015966,2,2,101184304,12.4259444353773
"440",440,2009,"tt0974661","17 Again","ok-disagree","ok","PASS",4e+07,64167069,139474906,"2009PASS",43429264,69668214,151432312,2,2,221100526,5.0910493440552
"441",441,2009,"tt1190080","2012","notalk-disagree","notalk","FAIL",2e+08,166112167,788408539,"2009FAIL",217146319,180353228,856000062,2,2,1036353290,4.77260353651217
"442",442,2009,"tt0472033","9","nowomen","nowomen","FAIL",3e+07,31749894,48559999,"2009FAIL",32571948,34471863,52723125,2,2,87194988,2.67699641421508
"443",443,2009,"tt0971209","A Perfect Getaway","dubious-disagree","dubious","FAIL",1.4e+07,15515460,22815460,"2009FAIL",15200242,16845625,24771466,2,2,41617091,2.73792292254294
"444",444,2009,"tt1019452","A Serious Man","men","men","FAIL",7e+06,9228788,30360570,"2009FAIL",7600121,10019987,32963430,2,2,42983417,5.65562271969091
"445",445,2009,"tt1315981","A Single Man","notalk","notalk","FAIL",7e+06,9176000,28142379,"2009FAIL",7600121,9962673,30555070,2,2,40517743,5.33119709541467
"446",446,2009,"tt1185836","Adam","men","men","FAIL",3200000,2277396,2828590,"2009FAIL",3474341,2472641,3071090,2,2,5543731,1.59562086738176
"447",447,2009,"tt1091722","Adventureland","men-disagree","men","FAIL",9800000,16044025,17144025,"2009FAIL",10640170,17419505,18613810,2,2,36033315,3.38653564745676
"448",448,2009,"tt1186830","Agora","notalk","notalk","FAIL",7e+07,619423,38992292,"2009FAIL",76001212,672527,42335163,2,2,43007690,0.565881633571844
"449",449,2009,"tt1077262","Ajami","men-disagree","men","FAIL",1e+06,621859,621859,"2009FAIL",1085732,675172,675172,2,2,1350344,1.24371760250227
"450",450,2009,"tt0881891","All About Steve","ok","ok","PASS",1.5e+07,33862903,40127259,"2009PASS",16285974,36766024,43567433,2,2,80333457,4.93267746835406
"451",451,2009,"tt1174732","An Education","ok","ok","PASS",7500000,12574914,29652736,"2009PASS",8142987,13652981,32194912,2,2,45847893,5.63035321068301
"452",452,2009,"tt0808151","Angels & Demons","nowomen","nowomen","FAIL",1.5e+08,133375846,490875846,"2009FAIL",162859739,144810370,532959416,2,2,677769786,4.16167795774252
"453",453,2009,"tt0913354","Armored","nowomen","nowomen","FAIL",2e+07,15988876,23661038,"2009FAIL",21714632,17359628,25689537,2,2,43049165,1.98249571993668
"454",454,2009,"tt0375568","Astro Boy","dubious","dubious","FAIL",6.5e+07,19551067,44093014,"2009FAIL",70572554,21227211,47873178,2,2,69100389,0.979139695015147
"455",455,2009,"tt0499549","Avatar","men-disagree","men","FAIL",4.25e+08,760507625,2783918982,"2009FAIL",461435929,825707158,3022588801,2,2,3848295959,8.33982730243791
"456",456,2009,"tt1176740","Away We Go","ok","ok","PASS",2.1e+07,9451946,10108016,"2009PASS",22800364,10262276,10974592,2,2,21236868,0.931426708801666
"457",457,2009,"tt0889583","Br&uuml;no","nowomen-disagree","nowomen","FAIL",4.2e+07,60054530,130788243,"2009FAIL",45600727,65203101,142000928,2,2,207204029,4.54387556145761
"458",458,2009,"tt0901476","Bride Wars","ok","ok","PASS",3e+07,58715510,115150424,"2009PASS",32571948,63749284,125022454,2,2,188771738,5.79553111161789
"459",459,2009,"tt0810784","Bright Star","ok","ok","PASS",8500000,4444637,17260680,"2009PASS",9228719,4825683,18740466,2,2,23566149,2.55356664343123
"460",460,2009,"tt1210042","Brooklyn's Finest","notalk","notalk","FAIL",1.7e+07,27163593,39233233,"2009FAIL",18457437,29492371,42596761,2,2,72089132,3.90569568245039
"461",461,2009,"tt0765010","Brothers","ok","ok","PASS",2.6e+07,28544157,45043870,"2009PASS",28229022,30991293,48905553,2,2,79896846,2.83030868019445
"462",462,2009,"tt1232207","Capitalism: A Love Story","notalk-disagree","notalk","FAIL",2e+07,14363397,19121531,"2009FAIL",21714632,15594794,20760850,2,2,36355644,1.67424637912353
"463",463,2009,"tt0795351","Case 39","ok","ok","PASS",2.7e+07,13261851,29302804,"2009PASS",29314753,14398811,31814980,2,2,46213791,1.57646871525747
"464",464,2009,"tt1352824","Chloe","men-disagree","men","FAIL",1.3e+07,3075255,9675172,"2009FAIL",14114511,3338902,10504640,2,2,13843542,0.980802097926028
"465",465,2009,"tt0844471","Cloudy with a Chance of Meatballs","notalk-disagree","notalk","FAIL",1e+08,124870275,236827677,"2009FAIL",108573160,135575603,257131292,2,2,392706895,3.61697950948466
"466",466,2009,"tt1035736","Coco avant Chanel","ok","ok","PASS",2.3e+07,6113834,50813834,"2009PASS",24971827,6637983,55170185,2,2,61808168,2.47511597769759
"467",467,2009,"tt0327597","Coraline","ok","ok","PASS",6e+07,75286229,126037057,"2009PASS",65143896,81740638,136842415,2,2,218583053,3.35538809346005
"468",468,2009,"tt0433362","Daybreakers","notalk","notalk","FAIL",2e+07,30101577,51401577,"2009FAIL",21714632,32682233,55808316,2,2,88490549,4.07515766327516
"469",469,2009,"tt1278340","Dead Snow","men-disagree","men","FAIL",8e+05,46742,2194020,"2009FAIL",868585,50749,2382117,2,2,2432866,2.80095327457877
"470",470,2009,"tt1136608","District 9","notalk-disagree","notalk","FAIL",3e+07,115646235,215196627,"2009FAIL",32571948,125560771,233645777,2,2,359206548,11.0280953414269
"471",471,2009,"tt1127180","Drag Me to Hell","ok","ok","PASS",3e+07,42100625,91388487,"2009PASS",32571948,45709979,99223368,2,2,144933347,4.44963706192826
"472",472,2009,"tt1191111","Enter the Void","notalk","notalk","FAIL",1.6e+07,337997,337997,"2009FAIL",17371706,366974,366974,2,2,733948,0.0422496213095018
"473",473,2009,"tt0780511","Everybody's Fine","men","men","FAIL",2e+07,9208876,9208876,"2009FAIL",21714632,9998368,9998368,2,2,19996736,0.920887630055163
"474",474,2009,"tt0432283","Fantastic Mr. Fox","notalk","notalk","FAIL",4e+07,21002919,46498922,"2009FAIL",43429264,22803533,50485349,2,2,73288882,1.68754602887122
"475",475,2009,"tt1013752","Fast & Furious","notalk","notalk","FAIL",8.5e+07,155064265,363064265,"2009FAIL",92287186,168358172,394190344,2,2,562548516,6.09562974430708
"476",476,2009,"tt1083456","Fired Up!","notalk","notalk","FAIL",2e+07,17231291,18608570,"2009FAIL",21714632,18708557,20203912,2,2,38912469,1.79199302111129
"477",477,2009,"tt1232776","Fish Tank","ok","ok","PASS",3e+06,374675,5922292,"2009PASS",3257195,406796,6430020,2,2,6836816,2.09898885390651
"478",478,2009,"tt0758746","Friday the 13th","men","men","FAIL",1.7e+07,65002019,91700771,"2009FAIL",18457437,70574746,99562425,2,2,170137171,9.21781128116542
"479",479,2009,"tt1201167","Funny People","notalk","notalk","FAIL",72500000,51855045,71880305,"2009FAIL",78715541,56300661,78042718,2,2,134343379,1.70669447599935
"480",480,2009,"tt0436339","G-Force","notalk","notalk","FAIL",1.5e+08,119436770,287389685,"2009FAIL",162859739,129676275,312028062,2,2,441704337,2.71217637773569
"481",481,2009,"tt1046173","G.I. Joe: The Rise of Cobra","notalk-disagree","notalk","FAIL",1.75e+08,150201498,302469017,"2009FAIL",190003029,163078512,328400169,2,2,491478681,2.58668866273706
"482",482,2009,"tt1034032","Gamer","notalk","notalk","FAIL",5e+07,20534907,35062683,"2009FAIL",54286580,22295397,38068663,2,2,60364060,1.11195179361087
"483",483,2009,"tt1194263","Get Low","notalk-disagree","notalk","FAIL",7e+06,9176933,9696933,"2009FAIL",7600121,9963686,10528267,2,2,20491953,2.69626667785947
"484",484,2009,"tt1289406","Harry Brown","notalk","notalk","FAIL",7300000,1818681,6294140,"2009FAIL",7925841,1974599,6833747,2,2,8808346,1.11134528184454
"485",485,2009,"tt0417741","Harry Potter and the Half-Blood Prince","ok-disagree","ok","PASS",2.5e+08,301959197,934416487,"2009PASS",271432899,327846641,1014525504,2,2,1342372145,4.9455027373082
"486",486,2009,"tt1001508","He's Just Not That Into You","ok","ok","PASS",4e+07,93953653,178390243,"2009PASS",43429264,102008450,193683923,2,2,295692373,6.80859737802602
"487",487,2009,"tt1024744","I Come with the Rain","nowomen","nowomen","FAIL",1.8e+07,0,627422,"2009FAIL",19543169,NA,681212,2,2,NA,NA
"488",488,2009,"tt1045772","I Love You Phillip Morris","notalk-disagree","notalk","FAIL",1.3e+07,2037459,15144685,"2009FAIL",14114511,2212134,16443063,2,2,18655197,1.32170338738622
"489",489,2009,"tt1155056","I Love You, Man","men-disagree","men","FAIL",4e+07,71440011,91729503,"2009FAIL",43429264,77564677,99593620,2,2,177158297,4.07923783833868
"490",490,2009,"tt1080016","Ice Age: Dawn of the Dinosaurs","notalk","notalk","FAIL",9e+07,196573705,886968695,"2009FAIL",97715844,213426283,963009937,2,2,1176436220,12.0393599629554
"491",491,2009,"tt0361748","Inglourious Basterds","dubious-disagree","dubious","FAIL",7e+07,120831050,316971720,"2009FAIL",76001212,131190089,344146212,2,2,475336301,6.25432527312854
"492",492,2009,"tt1057500","Invictus","notalk","notalk","FAIL",4.9e+07,37491364,124491364,"2009FAIL",53200848,40705558,135164207,2,2,175869765,3.30576995689994
"493",493,2009,"tt1230414","It's Complicated","ok","ok","PASS",8.5e+07,112735375,224614744,"2009PASS",92287186,122400359,243871325,2,2,366271684,3.968824924405
"494",494,2009,"tt1131734","Jennifer's Body","ok","ok","PASS",1.6e+07,16204793,32832166,"2009PASS",17371706,17594056,35646920,2,2,53240976,3.06480986956606
"495",495,2009,"tt1135503","Julie & Julia","ok","ok","PASS",4e+07,94125426,126646119,"2009PASS",43429264,102194949,137503693,2,2,239698642,5.51928860687116
"496",496,2009,"tt0448011","Knowing","notalk","notalk","FAIL",5e+07,79957634,187858642,"2009FAIL",54286580,86812530,203964063,2,2,290776593,5.35632550438801
"497",497,2009,"tt1197624","Law Abiding Citizen","notalk-disagree","notalk","FAIL",5.3e+07,73357727,131159781,"2009FAIL",57543775,79646802,142404318,2,2,222051120,3.85882087158863
"498",498,2009,"tt0808526","Life During Wartime","ok","ok","PASS",4500000,281447,281447,"2009PASS",4885792,305576,305576,2,2,611152,0.125087600945763
"499",499,2009,"tt1149361","Micmacs (Micmacs &agrave; tire-larigot)","dubious","dubious","FAIL",4.2e+07,1259693,11756922,"2009FAIL",45600727,1367688,12764862,2,2,14132550,0.309919401065689
"500",500,2009,"tt0892782","Monsters vs Aliens","dubious-disagree","dubious","FAIL",1.75e+08,198351526,381687380,"2009FAIL",190003029,215356519,414410048,2,2,629766567,3.31450803871132
"501",501,2009,"tt1182345","Moon","notalk-disagree","notalk","FAIL",5e+06,5010163,10676073,"2009FAIL",5428658,5439692,11591350,2,2,17031042,3.13724717968971
"502",502,2009,"tt1121977","Mother and Child","ok","ok","PASS",7e+06,1110509,5010509,"2009PASS",7600121,1205715,5440068,2,2,6645783,0.874431209713635
"503",503,2009,"tt1179891","My Bloody Valentine 3D","men","men","FAIL",1.4e+07,51545952,102754998,"2009FAIL",15200242,55965069,111564348,2,2,167529417,11.0214966972236
"504",504,2009,"tt1078588","My Sister's Keeper","ok","ok","PASS",27500000,49200230,96673002,"2009PASS",29857619,53418244,104960933,2,2,158379177,5.30448114432701
"505",505,2009,"tt0875034","Nine","men-disagree","men","FAIL",8e+07,19676965,53508858,"2009FAIL",86858528,21363903,58096258,2,2,79460161,0.914822790918124
"506",506,2009,"tt1186367","Ninja Assassin","notalk-disagree","notalk","FAIL",5e+07,38122883,61622883,"2009FAIL",54286580,41391219,66905911,2,2,108297130,1.9949153179294
"507",507,2009,"tt1266029","Nowhere Boy","dubious","dubious","FAIL",1900000,1445366,7785229,"2009FAIL",2062890,1569280,8452669,2,2,10021949,4.85820814488412
"508",508,2009,"tt1235796","Ondine","ok","ok","PASS",1.2e+07,550472,550472,"2009PASS",13028779,597665,597665,2,2,1195330,0.0917453584867776
"509",509,2009,"tt1532957","Paa","men","men","FAIL",4300000,199228,9791282,"2009FAIL",4668646,216308,10630704,2,2,10847012,2.32337427168391
"510",510,2009,"tt1188729","Pandorum","notalk","notalk","FAIL",4e+07,10330853,17033431,"2009FAIL",43429264,11216534,18493734,2,2,29710268,0.684107103449877
"511",511,2009,"tt1003034","Perrier's Bounty","nowomen","nowomen","FAIL",6600000,828,828,"2009FAIL",7165829,899,899,2,2,1798,0.000250913048580981
"512",512,2009,"tt0762125","Planet 51","notalk","notalk","FAIL",6e+07,42194060,108996113,"2009FAIL",65143896,45811424,118340524,2,2,164151948,2.51983620998044
"513",513,2009,"tt0929632","Precious: Based on the Novel Push by Sapphire","ok","ok","PASS",1e+07,47566524,68722848,"2009PASS",10857316,51644478,74614567,2,2,126259045,11.628937114845
"514",514,2009,"tt1152836","Public Enemies","notalk","notalk","FAIL",102500000,97104620,210379983,"2009FAIL",111287489,105429554,228416195,2,2,333845749,2.99984977646499
"515",515,2009,"tt0465580","Push","ok","ok","PASS",3.8e+07,31811527,44411527,"2009PASS",41257801,34538780,48218998,2,2,82757778,2.00586982326082
"516",516,2009,"tt0988045","Sherlock Holmes","notalk","notalk","FAIL",9e+07,209028679,498438212,"2009FAIL",97715844,226949041,541170116,2,2,768119157,7.86074320762148
"517",517,2009,"tt1017460","Splice","ok","ok","PASS",3e+07,17010170,22461001,"2009PASS",32571948,18468479,24386618,2,2,42855097,1.31570568023749
"518",518,2009,"tt0796366","Star Trek","ok-disagree","ok","PASS",1.4e+08,257730019,385680446,"2009PASS",152002424,279825625,418745446,2,2,698571071,4.59578901846986
"519",519,2009,"tt0473705","State of Play","ok","ok","PASS",6e+07,37017955,91445389,"2009PASS",65143896,40191563,99285148,2,2,139476711,2.14105571763777
